freq_hz,target_mvrms,measured_mvrms,error_mvrms,amp_code,atten_db,iterations,pass_fail,reason
113300000,20.0,20.5989,0.5989000000000004,1023,25.0,1,PASS,within tolerance
113300000,30.0,30.3614,0.3613999999999997,1023,21.5,1,PASS,within tolerance
113300000,40.0,40.7886,0.7886000000000024,1023,19.0,1,PASS,within tolerance
113300000,50.0,49.3403,-0.6597000000000008,935,16.5,1,PASS,within tolerance
113300000,60.0,59.8089,-0.19109999999999872,877,14.0,1,PASS,within tolerance
113300000,70.0,70.5749,0.5748999999999995,862,12.5,1,PASS,within tolerance
113300000,80.0,79.60820000000001,-0.39179999999998927,871,11.5,1,PASS,within tolerance
113300000,90.0,89.9343,-0.06570000000000675,884,10.5,1,PASS,within tolerance
113300000,100.0,100.001,0.0010000000000047748,848,9.5,4,PASS,within tolerance
113400000,10.0,10.1791,0.17910000000000004,1023,30.0,3,PASS,within tolerance
113400000,20.0,19.2133,-0.7866999999999997,1023,25.0,1,PASS,within tolerance
113400000,30.0,30.1698,0.16979999999999862,1023,21.5,1,PASS,within tolerance
113400000,40.0,39.5366,-0.46340000000000003,1023,19.0,3,PASS,within tolerance
113400000,50.0,49.344899999999996,-0.6551000000000045,935,16.5,1,PASS,within tolerance
113400000,60.0,60.1424,0.14240000000000208,877,14.0,1,PASS,within tolerance
113400000,70.0,70.70899999999999,0.708999999999989,862,12.5,1,PASS,within tolerance
113400000,80.0,80.77159999999999,0.7715999999999923,871,11.5,1,PASS,within tolerance
113400000,90.0,89.9535,-0.04649999999999466,875,10.5,4,PASS,within tolerance
113400000,100.0,100.4101,0.4100999999999999,848,9.5,1,PASS,within tolerance
113500000,10.0,9.641,-0.359,1023,30.0,1,PASS,within tolerance
113500000,20.0,19.917299999999997,-0.08270000000000266,1023,25.0,1,PASS,within tolerance
113500000,30.0,29.0562,-0.9437999999999995,1023,21.5,1,PASS,within tolerance
113500000,40.0,39.2898,-0.7102000000000004,996,19.0,2,PASS,within tolerance
113500000,50.0,49.5845,-0.41550000000000153,935,16.5,1,PASS,within tolerance
113500000,60.0,60.17659999999999,0.17659999999999343,877,14.0,1,PASS,within tolerance
113500000,70.0,70.0915,0.09149999999999636,857,12.5,3,PASS,within tolerance
113500000,80.0,79.8506,-0.14939999999999998,871,11.5,1,PASS,within tolerance
113500000,90.0,90.8105,0.8105000000000047,873,10.5,3,PASS,within tolerance
113500000,100.0,99.7059,-0.29410000000000025,848,9.5,1,PASS,within tolerance
113600000,10.0,10.712,0.7119999999999997,1023,31.0,2,PASS,within tolerance
113600000,20.0,20.8794,0.8794000000000004,1023,25.0,1,PASS,within tolerance
113600000,30.0,29.5279,-0.4721000000000011,1023,21.5,1,PASS,within tolerance
113600000,40.0,40.817600000000006,0.8176000000000059,1023,19.0,2,PASS,within tolerance
113600000,50.0,50.5464,0.5463999999999984,935,16.5,1,PASS,within tolerance
113600000,60.0,59.6989,-0.30109999999999815,877,14.0,1,PASS,within tolerance
113600000,70.0,70.5339,0.5339000000000027,853,12.5,3,PASS,within tolerance
113600000,80.0,80.4048,0.4047999999999945,860,11.5,2,PASS,within tolerance
113600000,90.0,89.6356,-0.3644000000000034,863,10.5,2,PASS,within tolerance
113600000,100.0,99.4053,-0.5947000000000031,848,9.5,1,PASS,within tolerance
113700000,10.0,10.6199,0.6198999999999995,1023,30.5,3,PASS,within tolerance
113700000,20.0,19.5293,-0.4707000000000008,1023,25.5,2,PASS,within tolerance
113700000,30.0,29.8207,-0.17930000000000135,1023,21.5,1,PASS,within tolerance
113700000,40.0,40.0621,0.06210000000000093,1023,19.0,1,PASS,within tolerance
113700000,50.0,50.7086,0.708599999999997,935,16.5,1,PASS,within tolerance
113700000,60.0,59.0739,-0.9260999999999981,877,14.0,1,PASS,within tolerance
113700000,70.0,70.677,0.6770000000000067,854,12.5,3,PASS,within tolerance
113700000,80.0,79.4514,-0.5485999999999933,860,11.5,1,PASS,within tolerance
113700000,90.0,89.739,-0.2609999999999957,863,10.5,1,PASS,within tolerance
113700000,100.0,100.07910000000001,0.07910000000001105,848,9.5,1,PASS,within tolerance
113800000,10.0,10.5575,0.5574999999999992,1023,30.5,1,PASS,within tolerance
113800000,20.0,19.7328,-0.267199999999999,1023,25.5,1,PASS,within tolerance
113800000,30.0,29.4277,-0.5722999999999985,1023,21.5,1,PASS,within tolerance
113800000,40.0,40.7873,0.7873000000000019,1023,19.0,1,PASS,within tolerance
113800000,50.0,50.801199999999994,0.8011999999999944,935,16.5,1,PASS,within tolerance
113800000,60.0,60.756499999999996,0.7564999999999955,877,14.0,1,PASS,within tolerance
113800000,70.0,70.84169999999999,0.8416999999999888,854,12.5,1,PASS,within tolerance
113800000,80.0,79.80810000000001,-0.19189999999998975,860,11.5,1,PASS,within tolerance
113800000,90.0,90.6482,0.6482000000000028,863,10.5,1,PASS,within tolerance
113800000,100.0,100.7816,0.7815999999999974,848,9.5,1,PASS,within tolerance
113900000,10.0,10.5383,0.5382999999999996,1023,30.5,1,PASS,within tolerance
113900000,20.0,20.808500000000002,0.8085000000000022,1023,25.0,2,PASS,within tolerance
113900000,30.0,29.6525,-0.34750000000000014,1023,21.5,1,PASS,within tolerance
113900000,40.0,40.993,0.9930000000000021,1023,19.0,1,PASS,within tolerance
113900000,50.0,50.636300000000006,0.6363000000000056,935,16.5,1,PASS,within tolerance
113900000,60.0,60.9768,0.9767999999999972,877,14.0,1,PASS,within tolerance
113900000,70.0,69.5365,-0.46349999999999625,837,12.5,2,PASS,within tolerance
113900000,80.0,80.5652,0.5652000000000044,860,11.5,1,PASS,within tolerance
113900000,90.0,90.2339,0.23390000000000555,863,10.5,1,PASS,within tolerance
113900000,100.0,100.6679,0.667900000000003,848,9.5,1,PASS,within tolerance
114000000,10.0,9.4844,-0.5155999999999992,1023,30.5,1,PASS,within tolerance
114000000,20.0,19.9116,-0.08840000000000003,1023,25.0,4,PASS,within tolerance
114000000,30.0,29.5629,-0.43710000000000093,1023,21.5,1,PASS,within tolerance
114000000,40.0,40.9856,0.985599999999998,1023,19.0,1,PASS,within tolerance
114000000,50.0,50.1646,0.16460000000000008,935,16.5,1,PASS,within tolerance
114000000,60.0,59.3787,-0.621299999999998,858,14.0,2,PASS,within tolerance
114000000,70.0,69.9688,-0.03119999999999834,837,12.5,1,PASS,within tolerance
114000000,80.0,79.81920000000001,-0.18079999999999075,860,11.5,1,PASS,within tolerance
114000000,90.0,90.2842,0.28419999999999845,863,10.5,1,PASS,within tolerance
114000000,100.0,99.95020000000001,-0.04979999999999052,838,9.5,2,PASS,within tolerance
114100000,10.0,10.6452,0.6452000000000009,1023,30.5,1,PASS,within tolerance
114100000,20.0,20.7786,0.7786000000000008,1023,25.0,1,PASS,within tolerance
114100000,30.0,29.9679,-0.032099999999999795,1023,21.5,1,PASS,within tolerance
114100000,40.0,40.563700000000004,0.5637000000000043,994,19.0,2,PASS,within tolerance
114100000,50.0,49.2057,-0.7942999999999998,935,17.0,4,PASS,within tolerance
114100000,60.0,59.3283,-0.6717000000000013,858,14.0,1,PASS,within tolerance
114100000,70.0,69.8399,-0.1600999999999999,837,12.5,1,PASS,within tolerance
114100000,80.0,80.41189999999999,0.4118999999999886,860,11.5,1,PASS,within tolerance
114100000,90.0,90.9021,0.9021000000000043,863,10.5,1,PASS,within tolerance
114100000,100.0,99.5795,-0.4205000000000041,838,9.5,1,PASS,within tolerance
114200000,10.0,10.1744,0.17440000000000033,1023,30.5,1,PASS,within tolerance
114200000,20.0,20.7475,0.7474999999999987,1023,25.0,1,PASS,within tolerance
114200000,30.0,30.2721,0.27209999999999823,1023,21.5,1,PASS,within tolerance
114200000,40.0,40.0473,0.0472999999999999,994,19.0,1,PASS,within tolerance
114200000,50.0,50.3125,0.3125,959,17.0,2,PASS,within tolerance
114200000,60.0,59.7993,-0.20069999999999766,858,14.0,1,PASS,within tolerance
114200000,70.0,70.414,0.4140000000000015,837,12.5,1,PASS,within tolerance
114200000,80.0,79.7684,-0.23160000000000025,845,11.5,2,PASS,within tolerance
114200000,90.0,90.1931,0.19310000000000116,863,10.5,1,PASS,within tolerance
114200000,100.0,99.8651,-0.1349000000000018,833,9.5,3,PASS,within tolerance
114300000,10.0,9.5632,-0.43679999999999986,1023,30.5,1,PASS,within tolerance
114300000,20.0,19.9095,-0.09049999999999869,1023,25.0,1,PASS,within tolerance
114300000,30.0,29.9785,-0.02149999999999963,1023,21.5,1,PASS,within tolerance
114300000,40.0,39.3125,-0.6875,994,19.0,1,PASS,within tolerance
114300000,50.0,50.1935,0.19350000000000023,959,17.0,1,PASS,within tolerance
114300000,60.0,60.1366,0.1366000000000014,858,14.0,1,PASS,within tolerance
114300000,70.0,69.52990000000001,-0.47009999999998797,837,12.5,1,PASS,within tolerance
114300000,80.0,79.401,-0.5990000000000038,845,11.5,1,PASS,within tolerance
114300000,90.0,89.6392,-0.36079999999999757,850,10.5,2,PASS,within tolerance
114300000,100.0,100.1265,0.12649999999999295,833,9.5,1,PASS,within tolerance
114400000,10.0,9.940900000000001,-0.05909999999999904,1023,30.5,3,PASS,within tolerance
114400000,20.0,19.813399999999998,-0.1866000000000021,1023,25.5,2,PASS,within tolerance
114400000,30.0,30.2991,0.29909999999999926,1023,21.5,3,PASS,within tolerance
114400000,40.0,40.1218,0.12180000000000035,994,19.0,1,PASS,within tolerance
114400000,50.0,49.3569,-0.6430999999999969,959,17.0,1,PASS,within tolerance
114400000,60.0,60.2409,0.24090000000000344,858,14.0,1,PASS,within tolerance
114400000,70.0,70.9892,0.9891999999999967,837,12.5,1,PASS,within tolerance
114400000,80.0,79.96889999999999,-0.03110000000000923,845,11.5,1,PASS,within tolerance
114400000,90.0,89.5012,-0.4988000000000028,850,10.5,1,PASS,within tolerance
114400000,100.0,100.71130000000001,0.7113000000000085,833,9.5,1,PASS,within tolerance
114500000,10.0,10.4085,0.4085000000000001,1023,30.5,1,PASS,within tolerance
114500000,20.0,19.7309,-0.26910000000000167,1023,25.5,1,PASS,within tolerance
114500000,30.0,29.9513,-0.04870000000000019,1023,21.5,1,PASS,within tolerance
114500000,40.0,40.645399999999995,0.6453999999999951,994,19.0,3,PASS,within tolerance
114500000,50.0,49.7425,-0.2575000000000003,959,17.0,1,PASS,within tolerance
114500000,60.0,60.068999999999996,0.06899999999999551,858,14.0,1,PASS,within tolerance
114500000,70.0,70.44789999999999,0.44789999999999,837,12.5,1,PASS,within tolerance
114500000,80.0,79.4068,-0.593199999999996,845,11.5,1,PASS,within tolerance
114500000,90.0,90.098,0.09799999999999898,850,10.5,1,PASS,within tolerance
114500000,100.0,100.2171,0.21710000000000207,829,9.5,3,PASS,within tolerance
114600000,10.0,10.0634,0.06339999999999968,1023,30.5,1,PASS,within tolerance
114600000,20.0,19.041800000000002,-0.9581999999999979,1023,25.5,1,PASS,within tolerance
114600000,30.0,30.6518,0.6518000000000015,1023,21.5,1,PASS,within tolerance
114600000,40.0,39.8322,-0.16779999999999973,994,19.0,1,PASS,within tolerance
114600000,50.0,50.3328,0.3327999999999989,959,17.0,1,PASS,within tolerance
114600000,60.0,60.7228,0.7227999999999994,858,14.0,1,PASS,within tolerance
114600000,70.0,70.3205,0.32049999999999557,837,12.5,1,PASS,within tolerance
114600000,80.0,80.75880000000001,0.7588000000000079,845,11.5,1,PASS,within tolerance
114600000,90.0,89.8675,-0.13249999999999318,850,10.5,1,PASS,within tolerance
114600000,100.0,99.7431,-0.2569000000000017,829,9.5,1,PASS,within tolerance
114700000,10.0,10.3309,0.33089999999999975,1023,30.5,1,PASS,within tolerance
114700000,20.0,19.8973,-0.10269999999999868,1023,25.5,1,PASS,within tolerance
114700000,30.0,29.9454,-0.05460000000000065,1023,21.5,1,PASS,within tolerance
114700000,40.0,40.9469,0.9468999999999994,994,19.0,1,PASS,within tolerance
114700000,50.0,49.9476,-0.05239999999999867,959,17.0,1,PASS,within tolerance
114700000,60.0,60.2925,0.2924999999999969,858,14.0,1,PASS,within tolerance
114700000,70.0,70.8883,0.888300000000001,837,12.5,1,PASS,within tolerance
114700000,80.0,80.9626,0.9625999999999948,850,11.5,3,PASS,within tolerance
114700000,90.0,90.7045,0.7044999999999959,850,10.5,1,PASS,within tolerance
114700000,100.0,100.7414,0.7413999999999987,829,9.5,1,PASS,within tolerance
114800000,10.0,9.838700000000001,-0.1612999999999989,1023,30.5,1,PASS,within tolerance
114800000,20.0,19.776,-0.2240000000000002,1023,25.5,3,PASS,within tolerance
114800000,30.0,30.515,0.5150000000000006,1023,21.5,1,PASS,within tolerance
114800000,40.0,40.414,0.4140000000000015,994,19.0,1,PASS,within tolerance
114800000,50.0,49.966,-0.03399999999999892,959,17.0,1,PASS,within tolerance
114800000,60.0,60.1756,0.17560000000000286,858,14.0,1,PASS,within tolerance
114800000,70.0,70.5801,0.5801000000000016,837,12.5,1,PASS,within tolerance
114800000,80.0,79.49589999999999,-0.5041000000000082,831,11.5,2,PASS,within tolerance
114800000,90.0,90.862,0.8619999999999948,850,10.5,1,PASS,within tolerance
114800000,100.0,99.688,-0.3119999999999976,822,9.5,4,PASS,within tolerance
114900000,10.0,9.534600000000001,-0.4653999999999989,1023,30.5,1,PASS,within tolerance
114900000,20.0,19.3888,-0.6112000000000002,1023,25.5,1,PASS,within tolerance
114900000,30.0,30.287499999999998,0.28749999999999787,1023,21.5,1,PASS,within tolerance
114900000,40.0,39.8974,-0.10260000000000247,994,19.0,1,PASS,within tolerance
114900000,50.0,50.2938,0.2937999999999974,959,17.0,1,PASS,within tolerance
114900000,60.0,60.7198,0.7197999999999993,858,14.0,1,PASS,within tolerance
114900000,70.0,70.0398,0.03979999999999961,816,12.5,2,PASS,within tolerance
114900000,80.0,79.1625,-0.8375000000000057,831,11.5,1,PASS,within tolerance
114900000,90.0,90.34440000000001,0.34440000000000737,850,10.5,1,PASS,within tolerance
114900000,100.0,100.426,0.42600000000000193,822,9.5,1,PASS,within tolerance
115000000,10.0,9.8747,-0.1252999999999993,1023,30.5,1,PASS,within tolerance
115000000,20.0,19.199299999999997,-0.8007000000000026,1023,25.5,1,PASS,within tolerance
115000000,30.0,30.5733,0.5732999999999997,1023,21.5,1,PASS,within tolerance
115000000,40.0,40.4401,0.44010000000000105,994,19.0,1,PASS,within tolerance
115000000,50.0,50.2683,0.26830000000000354,959,17.0,1,PASS,within tolerance
115000000,60.0,59.2132,-0.7867999999999995,842,14.0,2,PASS,within tolerance
115000000,70.0,69.8607,-0.13930000000000575,816,12.5,1,PASS,within tolerance
115000000,80.0,79.42960000000001,-0.5703999999999922,831,11.5,1,PASS,within tolerance
115000000,90.0,90.8756,0.8756000000000057,850,10.5,1,PASS,within tolerance
115000000,100.0,100.6096,0.6096000000000004,811,9.5,2,PASS,within tolerance
115100000,10.0,9.7409,-0.2591000000000001,1023,30.5,1,PASS,within tolerance
115100000,20.0,19.3866,-0.6133999999999986,1023,25.5,1,PASS,within tolerance
115100000,30.0,30.0242,0.024200000000000443,1023,21.5,3,PASS,within tolerance
115100000,40.0,39.770199999999996,-0.22980000000000445,994,19.0,1,PASS,within tolerance
115100000,50.0,50.631299999999996,0.631299999999996,959,17.0,3,PASS,within tolerance
115100000,60.0,60.2569,0.2569000000000017,842,14.0,1,PASS,within tolerance
115100000,70.0,70.1083,0.10829999999999984,816,12.5,1,PASS,within tolerance
115100000,80.0,79.10069999999999,-0.8993000000000109,831,11.5,1,PASS,within tolerance
115100000,90.0,89.0136,-0.9864000000000033,834,10.5,2,PASS,within tolerance
115100000,100.0,100.41940000000001,0.4194000000000102,824,9.5,2,PASS,within tolerance
115200000,10.0,9.8764,-0.12359999999999971,1023,30.5,1,PASS,within tolerance
115200000,20.0,20.0929,0.0929000000000002,1023,25.5,1,PASS,within tolerance
115200000,30.0,30.4437,0.44369999999999976,1023,21.5,1,PASS,within tolerance
115200000,40.0,40.6247,0.6246999999999971,994,19.0,1,PASS,within tolerance
115200000,50.0,50.175,0.17499999999999716,959,17.0,1,PASS,within tolerance
115200000,60.0,60.466100000000004,0.4661000000000044,842,14.0,1,PASS,within tolerance
115200000,70.0,69.1996,-0.8003999999999962,816,12.5,1,PASS,within tolerance
115200000,80.0,79.5306,-0.46939999999999316,831,11.5,1,PASS,within tolerance
115200000,90.0,89.9008,-0.09919999999999618,834,10.5,1,PASS,within tolerance
115200000,100.0,100.6531,0.6530999999999949,824,9.5,1,PASS,within tolerance
115300000,10.0,10.0968,0.0968,1023,31.5,2,PASS,within tolerance
115300000,20.0,19.970000000000002,-0.029999999999997584,1023,25.5,1,PASS,within tolerance
115300000,30.0,29.691399999999998,-0.308600000000002,1023,21.5,1,PASS,within tolerance
115300000,40.0,40.8163,0.8162999999999982,994,19.0,1,PASS,within tolerance
115300000,50.0,50.0369,0.03690000000000282,959,17.0,1,PASS,within tolerance
115300000,60.0,59.681900000000006,-0.31809999999999405,842,14.0,1,PASS,within tolerance
115300000,70.0,69.2232,-0.7767999999999944,816,12.5,1,PASS,within tolerance
115300000,80.0,79.4792,-0.5207999999999942,831,11.5,1,PASS,within tolerance
115300000,90.0,89.67229999999999,-0.3277000000000072,834,10.5,1,PASS,within tolerance
115300000,100.0,99.5804,-0.41960000000000264,813,9.5,2,PASS,within tolerance
115400000,10.0,9.9821,-0.01789999999999914,1023,31.5,1,PASS,within tolerance
115400000,20.0,19.6906,-0.3094000000000001,1023,25.5,1,PASS,within tolerance
115400000,30.0,29.2304,-0.7696000000000005,1023,22.0,2,PASS,within tolerance
115400000,40.0,40.6938,0.6938000000000031,994,19.0,1,PASS,within tolerance
115400000,50.0,49.8442,-0.15579999999999927,959,17.0,1,PASS,within tolerance
115400000,60.0,60.0621,0.06210000000000093,842,14.0,1,PASS,within tolerance
115400000,70.0,69.488,-0.5120000000000005,816,12.5,1,PASS,within tolerance
115400000,80.0,79.55619999999999,-0.4438000000000102,831,11.5,1,PASS,within tolerance
115400000,90.0,89.8104,-0.18959999999999866,834,10.5,1,PASS,within tolerance
115400000,100.0,100.81410000000001,0.8141000000000105,813,9.5,1,PASS,within tolerance
115500000,10.0,9.0807,-0.9192999999999998,1023,31.5,1,PASS,within tolerance
115500000,20.0,19.692899999999998,-0.3071000000000019,1023,25.5,1,PASS,within tolerance
115500000,30.0,29.0819,-0.918099999999999,1023,22.0,1,PASS,within tolerance
115500000,40.0,40.507,0.5069999999999979,994,19.0,1,PASS,within tolerance
115500000,50.0,50.9294,0.9294000000000011,959,17.0,1,PASS,within tolerance
115500000,60.0,60.1518,0.1518000000000015,842,14.0,1,PASS,within tolerance
115500000,70.0,69.52709999999999,-0.47290000000000987,816,12.5,1,PASS,within tolerance
115500000,80.0,80.013,0.01300000000000523,831,11.5,1,PASS,within tolerance
115500000,90.0,89.5654,-0.4346000000000032,834,10.5,1,PASS,within tolerance
115500000,100.0,99.6827,-0.317300000000003,813,9.5,1,PASS,within tolerance
115600000,10.0,9.990499999999999,-0.009500000000000952,1023,31.5,1,PASS,within tolerance
115600000,20.0,19.4235,-0.5764999999999993,1023,25.5,1,PASS,within tolerance
115600000,30.0,30.974600000000002,0.9746000000000024,1023,21.5,2,PASS,within tolerance
115600000,40.0,40.4247,0.4247000000000014,994,19.0,3,PASS,within tolerance
115600000,50.0,50.4629,0.46289999999999765,959,17.0,1,PASS,within tolerance
115600000,60.0,60.0175,0.017499999999998295,842,14.0,1,PASS,within tolerance
115600000,70.0,69.4867,-0.513300000000001,816,12.5,1,PASS,within tolerance
115600000,80.0,80.1643,0.16429999999999723,831,11.5,1,PASS,within tolerance
115600000,90.0,89.848,-0.15200000000000102,834,10.5,1,PASS,within tolerance
115600000,100.0,100.61449999999999,0.6144999999999925,813,9.5,1,PASS,within tolerance
115700000,10.0,9.0501,-0.9498999999999995,1023,31.5,1,PASS,within tolerance
115700000,20.0,20.5902,0.5901999999999994,1023,25.5,1,PASS,within tolerance
115700000,30.0,30.935000000000002,0.9350000000000023,1023,21.5,1,PASS,within tolerance
115700000,40.0,39.650600000000004,-0.3493999999999957,994,19.0,1,PASS,within tolerance
115700000,50.0,49.8947,-0.10529999999999973,935,17.0,2,PASS,within tolerance
115700000,60.0,59.2455,-0.7545000000000002,842,14.0,1,PASS,within tolerance
115700000,70.0,69.154,-0.8460000000000036,852,13.0,6,PASS,within tolerance
115700000,80.0,80.7065,0.7065000000000055,831,11.5,1,PASS,within tolerance
115700000,90.0,90.50569999999999,0.5056999999999903,834,10.5,1,PASS,within tolerance
115700000,100.0,100.6236,0.6235999999999962,813,9.5,1,PASS,within tolerance
115800000,10.0,9.5838,-0.4161999999999999,1023,31.5,1,PASS,within tolerance
115800000,20.0,19.7191,-0.28089999999999904,1023,25.5,1,PASS,within tolerance
115800000,30.0,30.874,0.8739999999999988,1023,21.5,1,PASS,within tolerance
115800000,40.0,39.9884,-0.011600000000001387,966,19.0,2,PASS,within tolerance
115800000,50.0,49.089,-0.9110000000000014,935,17.0,1,PASS,within tolerance
115800000,60.0,60.3029,0.30290000000000106,842,14.0,1,PASS,within tolerance
115800000,70.0,69.5349,-0.46510000000000673,852,13.0,1,PASS,within tolerance
115800000,80.0,80.4917,0.4916999999999945,831,11.5,1,PASS,within tolerance
115800000,90.0,90.5655,0.5655000000000001,834,10.5,1,PASS,within tolerance
115800000,100.0,99.4245,-0.5755000000000052,813,9.5,1,PASS,within tolerance
115900000,10.0,9.3757,-0.6242999999999999,1023,31.5,1,PASS,within tolerance
115900000,20.0,19.7063,-0.2937000000000012,1023,25.5,1,PASS,within tolerance
115900000,30.0,29.027,-0.972999999999999,1023,22.0,2,PASS,within tolerance
115900000,40.0,39.5509,-0.4491000000000014,966,19.0,1,PASS,within tolerance
115900000,50.0,49.6692,-0.33080000000000354,935,17.0,1,PASS,within tolerance
115900000,60.0,59.9707,-0.029299999999999216,842,14.0,1,PASS,within tolerance
115900000,70.0,69.7577,-0.24230000000000018,852,13.0,1,PASS,within tolerance
115900000,80.0,79.9306,-0.06940000000000168,831,11.5,1,PASS,within tolerance
115900000,90.0,89.95,-0.04999999999999716,834,10.5,1,PASS,within tolerance
115900000,100.0,99.9023,-0.09770000000000323,813,9.5,1,PASS,within tolerance
116000000,10.0,9.5537,-0.4463000000000008,1023,31.5,1,PASS,within tolerance
116000000,20.0,19.8483,-0.15170000000000172,1023,25.5,1,PASS,within tolerance
116000000,30.0,29.099300000000003,-0.900699999999997,1023,22.0,1,PASS,within tolerance
116000000,40.0,39.1425,-0.8575000000000017,966,19.0,1,PASS,within tolerance
116000000,50.0,50.0359,0.035899999999998045,935,17.0,1,PASS,within tolerance
116000000,60.0,60.195699999999995,0.1956999999999951,842,14.0,1,PASS,within tolerance
116000000,70.0,69.0539,-0.9461000000000013,852,13.0,1,PASS,within tolerance
116000000,80.0,79.1027,-0.8973000000000013,815,11.5,2,PASS,within tolerance
116000000,90.0,89.0108,-0.9891999999999967,821,10.5,2,PASS,within tolerance
116000000,100.0,100.43140000000001,0.43140000000001066,813,9.5,1,PASS,within tolerance
116100000,10.0,10.045399999999999,0.045399999999999,1023,30.5,2,PASS,within tolerance
116100000,20.0,20.280099999999997,0.28009999999999735,1023,25.5,1,PASS,within tolerance
116100000,30.0,30.569499999999998,0.5694999999999979,1023,22.0,1,PASS,within tolerance
116100000,40.0,40.090599999999995,0.0905999999999949,966,19.0,1,PASS,within tolerance
116100000,50.0,50.6924,0.6923999999999992,935,17.0,1,PASS,within tolerance
116100000,60.0,60.9165,0.9164999999999992,842,14.0,1,PASS,within tolerance
116100000,70.0,69.08359999999999,-0.9164000000000101,852,13.0,1,PASS,within tolerance
116100000,80.0,79.52199999999999,-0.47800000000000864,815,11.5,1,PASS,within tolerance
116100000,90.0,89.4807,-0.5193000000000012,821,10.5,1,PASS,within tolerance
116100000,100.0,100.4468,0.4467999999999961,813,9.5,1,PASS,within tolerance
116200000,10.0,10.5424,0.5424000000000007,1023,30.5,1,PASS,within tolerance
116200000,20.0,20.1354,0.13540000000000063,1023,25.5,1,PASS,within tolerance
116200000,30.0,30.786399999999997,0.7863999999999969,1023,21.5,6,PASS,within tolerance
116200000,40.0,40.7126,0.7126000000000019,966,19.0,1,PASS,within tolerance
116200000,50.0,49.5856,-0.41440000000000055,935,17.0,1,PASS,within tolerance
116200000,60.0,60.2813,0.28130000000000166,825,14.0,2,PASS,within tolerance
116200000,70.0,70.1231,0.12309999999999377,867,13.0,2,PASS,within tolerance
116200000,80.0,80.0591,0.05910000000000082,815,11.5,1,PASS,within tolerance
116200000,90.0,89.475,-0.5250000000000057,821,10.5,1,PASS,within tolerance
116200000,100.0,100.3596,0.35960000000000036,813,9.5,1,PASS,within tolerance
116300000,10.0,9.4344,-0.5655999999999999,1023,31.5,2,PASS,within tolerance
116300000,20.0,19.6221,-0.37790000000000035,1023,25.5,1,PASS,within tolerance
116300000,30.0,29.118000000000002,-0.8819999999999979,1023,22.0,2,PASS,within tolerance
116300000,40.0,39.5433,-0.4566999999999979,966,19.0,1,PASS,within tolerance
116300000,50.0,49.893899999999995,-0.10610000000000497,935,17.0,1,PASS,within tolerance
116300000,60.0,59.886799999999994,-0.11320000000000618,840,14.0,2,PASS,within tolerance
116300000,70.0,70.87,0.8700000000000045,867,13.0,1,PASS,within tolerance
116300000,80.0,80.0736,0.073599999999999,820,11.5,3,PASS,within tolerance
116300000,90.0,89.8433,-0.15670000000000073,821,10.5,1,PASS,within tolerance
116300000,100.0,100.46560000000001,0.4656000000000091,813,9.5,1,PASS,within tolerance
116400000,10.0,9.396099999999999,-0.6039000000000012,1023,31.5,1,PASS,within tolerance
116400000,20.0,19.5683,-0.4316999999999993,1023,25.5,1,PASS,within tolerance
116400000,30.0,30.471,0.4710000000000001,1023,21.5,2,PASS,within tolerance
116400000,40.0,40.1264,0.12639999999999674,966,19.0,1,PASS,within tolerance
116400000,50.0,49.2346,-0.7653999999999996,935,17.0,1,PASS,within tolerance
116400000,60.0,60.5985,0.5985000000000014,840,14.0,1,PASS,within tolerance
116400000,70.0,69.0247,-0.9753000000000043,844,13.0,2,PASS,within tolerance
116400000,80.0,80.5543,0.5542999999999978,820,11.5,1,PASS,within tolerance
116400000,90.0,89.601,-0.3990000000000009,821,10.5,1,PASS,within tolerance
116400000,100.0,100.65889999999999,0.6588999999999885,813,9.5,1,PASS,within tolerance
116500000,10.0,9.4646,-0.5353999999999992,1023,31.5,1,PASS,within tolerance
116500000,20.0,20.8458,0.8458000000000006,1023,25.5,1,PASS,within tolerance
116500000,30.0,30.376299999999997,0.37629999999999697,1023,22.0,2,PASS,within tolerance
116500000,40.0,40.2038,0.2038000000000011,966,19.0,1,PASS,within tolerance
116500000,50.0,50.418200000000006,0.4182000000000059,935,17.0,1,PASS,within tolerance
116500000,60.0,60.5497,0.5497000000000014,840,14.0,1,PASS,within tolerance
116500000,70.0,70.1005,0.1004999999999967,844,13.0,1,PASS,within tolerance
116500000,80.0,80.5668,0.5668000000000006,820,11.5,1,PASS,within tolerance
116500000,90.0,89.276,-0.7240000000000038,821,10.5,1,PASS,within tolerance
116500000,100.0,99.274,-0.7259999999999991,804,9.5,2,PASS,within tolerance
116600000,10.0,9.8592,-0.14080000000000048,1023,31.5,1,PASS,within tolerance
116600000,20.0,20.401200000000003,0.4012000000000029,1023,25.5,1,PASS,within tolerance
116600000,30.0,29.3299,-0.6701000000000015,1023,22.0,1,PASS,within tolerance
116600000,40.0,40.5548,0.5548000000000002,966,19.0,1,PASS,within tolerance
116600000,50.0,49.611000000000004,-0.3889999999999958,935,17.0,1,PASS,within tolerance
116600000,60.0,60.5852,0.5852000000000004,840,14.0,1,PASS,within tolerance
116600000,70.0,69.5021,-0.49790000000000134,844,13.0,1,PASS,within tolerance
116600000,80.0,79.87950000000001,-0.12049999999999272,820,11.5,1,PASS,within tolerance
