t_s,ch3_v
-3.859576000000e-04,0.000000000e+00
-3.859552000000e-04,4.000000000e-02
-3.859528000000e-04,0.000000000e+00
-3.859504000000e-04,0.000000000e+00
-3.859480000000e-04,0.000000000e+00
-3.859456000000e-04,0.000000000e+00
-3.859432000000e-04,0.000000000e+00
-3.859408000000e-04,0.000000000e+00
-3.859384000000e-04,0.000000000e+00
-3.859360000000e-04,2.000000000e-02
-3.859336000000e-04,2.000000000e-02
-3.859312000000e-04,4.000000000e-02
-3.859288000000e-04,2.000000000e-02
-3.859264000000e-04,0.000000000e+00
-3.859240000000e-04,0.000000000e+00
-3.859216000000e-04,2.000000000e-02
-3.859192000000e-04,0.000000000e+00
-3.859168000000e-04,0.000000000e+00
-3.859144000000e-04,0.000000000e+00
-3.859120000000e-04,0.000000000e+00
-3.859096000000e-04,2.000000000e-02
-3.859072000000e-04,2.000000000e-02
-3.859048000000e-04,0.000000000e+00
-3.859024000000e-04,4.000000000e-02
-3.859000000000e-04,0.000000000e+00
-3.858976000000e-04,4.000000000e-02
-3.858952000000e-04,0.000000000e+00
-3.858928000000e-04,2.000000000e-02
-3.858904000000e-04,2.000000000e-02
-3.858880000000e-04,2.000000000e-02
-3.858856000000e-04,0.000000000e+00
-3.858832000000e-04,0.000000000e+00
-3.858808000000e-04,0.000000000e+00
-3.858784000000e-04,0.000000000e+00
-3.858760000000e-04,2.000000000e-02
-3.858736000000e-04,0.000000000e+00
-3.858712000000e-04,0.000000000e+00
-3.858688000000e-04,0.000000000e+00
-3.858664000000e-04,0.000000000e+00
-3.858640000000e-04,2.000000000e-02
-3.858616000000e-04,2.000000000e-02
-3.858592000000e-04,2.000000000e-02
-3.858568000000e-04,0.000000000e+00
-3.858544000000e-04,0.000000000e+00
-3.858520000000e-04,0.000000000e+00
-3.858496000000e-04,2.000000000e-02
-3.858472000000e-04,4.000000000e-02
-3.858448000000e-04,2.000000000e-02
-3.858424000000e-04,2.000000000e-02
-3.858400000000e-04,4.000000000e-02
-3.858376000000e-04,0.000000000e+00
-3.858352000000e-04,2.000000000e-02
-3.858328000000e-04,0.000000000e+00
-3.858304000000e-04,4.000000000e-02
-3.858280000000e-04,4.000000000e-02
-3.858256000000e-04,4.000000000e-02
-3.858232000000e-04,0.000000000e+00
-3.858208000000e-04,0.000000000e+00
-3.858184000000e-04,0.000000000e+00
-3.858160000000e-04,0.000000000e+00
-3.858136000000e-04,0.000000000e+00
-3.858112000000e-04,2.000000000e-02
-3.858088000000e-04,0.000000000e+00
-3.858064000000e-04,2.000000000e-02
-3.858040000000e-04,0.000000000e+00
-3.858016000000e-04,2.000000000e-02
-3.857992000000e-04,0.000000000e+00
